Name,Age,Gender,Location,Education Level,Occupation,Hobbies,Religious Beliefs,Preferred Age Range,Preferred Gender,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Openness to Experience,Smoking Habits,Drinking Habits,Dietary Preferences,Fitness Level,Date of Birth,Zodiac Sign,Past Relationship Experience,Number of Relationships,Important Qualities,Deal Breakers,Relationship Goals,Salary
Angelica,43,M,Burnsview,Masters,Glass blower/designer,whatever;tend,Buddhist,26-39,M,10,9,3,4,4,Yes,Yes,Non-Vegetarian,8,15/09/1970,Virgo,No,0,Compatibility;Support;Compatibility,Disloyalty;Disloyalty,Casual,47955
Alan,51,F,South Kristi,PhD,Dance movement psychotherapist,here;may;structure,Hindu,26-39,M,1,8,2,7,8,Yes,Yes,Other,2,05/10/1999,Libra,No,0,Support;Kindness,Negativity;Negativity,Marriage,67841
Leslie,39,F,North Tammy,High School,"Optician, dispensing",sister;college,Hindu,27-50,F,1,2,1,6,6,Yes,Yes,Other,6,16/12/1965,Sagittarius,Yes,4,Compatibility;Humor,Negativity;Smoking,Long-term,100640
Jamie,21,F,Jenniferstad,High School,Science writer,let;four,Hindu,28-36,F,10,7,6,3,9,No,Yes,Vegetarian,6,29/03/1969,Aries,No,0,Humor;Support;Compatibility,Negativity;Smoking,Marriage,195983
Aaron,49,M,Port Michelle,PhD,"Surveyor, minerals",up,Muslim,26-47,F,8,2,2,1,9,No,No,Non-Vegetarian,2,10/05/1966,Taurus,No,0,Kindness;Intelligence,Negativity;Negativity,Marriage,168429
Billy,38,M,South Michael,Masters,Printmaker,decide;bag;need,Buddhist,21-45,M,6,7,9,8,5,No,No,Vegan,7,04/06/1988,Gemini,No,0,Kindness;Intelligence;Humor,Disloyalty,Marriage,193551
Danielle,38,F,Garymouth,Masters,"Editor, commissioning",real,Christian,25-34,F,10,2,1,4,3,Yes,Yes,Vegan,10,04/01/1967,Capricorn,Yes,0,Intelligence,Negativity;Smoking,Casual,91476
Lisa,29,F,Rebeccaview,PhD,Tax adviser,short;per;memory,Other,27-49,F,10,10,9,1,1,No,Yes,Other,3,13/05/1977,Taurus,No,0,Compatibility,Smoking;Disloyalty,Marriage,74811
Kaylee,52,F,Jacobmouth,High School,Furniture designer,huge;see,Other,24-31,M,8,7,6,8,4,No,Yes,Other,10,13/05/1996,Taurus,No,0,Kindness;Humor;Compatibility,Disloyalty;Disloyalty,Marriage,197280
Andrea,49,F,Parkerborough,High School,"Secretary, company",table;minute,Buddhist,25-31,M,8,9,10,9,8,Yes,Yes,Vegan,8,04/04/1966,Aries,Yes,3,Honesty;Humor,Smoking;Smoking,Marriage,181222
Luke,52,F,North Derek,PhD,Mechanical engineer,although;sport;family,Hindu,21-42,F,8,2,7,8,5,No,Yes,Non-Vegetarian,8,08/08/1963,Leo,No,0,Humor;Honesty;Support,Smoking,Marriage,101180
Alexis,38,M,East Katherine,High School,Metallurgist,relationship;bad;morning,Other,26-37,F,9,8,6,10,1,Yes,No,Vegetarian,8,19/06/2002,Gemini,No,0,Honesty,Smoking;Disloyalty,Long-term,142856
Gary,24,F,West Jessicabury,PhD,Professor Emeritus,range,Other,22-35,M,8,9,2,2,3,Yes,Yes,Other,2,06/10/1971,Libra,Yes,5,Humor;Compatibility,Disloyalty;Smoking,Marriage,98450
Brian,32,F,Port Jeffreyton,PhD,"Designer, jewellery",write;hand;dream,Atheist,30-38,M,2,9,5,7,4,Yes,Yes,Vegetarian,7,18/05/1969,Taurus,No,0,Humor;Support;Intelligence,Negativity,Marriage,182424
Kenneth,51,F,Smithberg,High School,Housing manager/officer,by;just;civil,Hindu,22-45,M,1,6,4,6,10,Yes,Yes,Vegetarian,1,09/02/2005,Aquarius,No,0,Humor,Smoking,Marriage,141888
Maria,25,M,Rhodesville,Masters,Lawyer,important;start,Jewish,23-48,F,8,4,4,2,4,No,No,Other,3,14/05/1973,Taurus,Yes,2,Support,Negativity;Disloyalty,Casual,140448
Jennifer,38,F,West Davidville,Masters,Chartered management accountant,administration;claim,Jewish,25-35,M,7,10,5,3,4,No,Yes,Non-Vegetarian,6,28/07/1997,Leo,No,0,Humor;Intelligence;Support,Negativity,Marriage,44397
Jessica,57,F,Brittanyview,High School,"Editor, commissioning",describe;single;city,Buddhist,21-45,F,3,6,2,6,1,Yes,Yes,Vegetarian,2,01/07/1998,Cancer,No,0,Kindness,Disloyalty,Long-term,161800
Lindsay,24,M,Davidmouth,Bachelors,English as a second language teacher,hit;risk;group,Other,28-48,M,2,7,2,3,5,Yes,No,Vegan,1,05/02/1977,Aquarius,Yes,3,Kindness,Smoking;Smoking,Marriage,149180
David,47,F,West Jacob,Bachelors,"Pilot, airline",focus;never,Christian,25-46,M,8,4,6,1,5,No,No,Vegetarian,1,10/08/1984,Leo,Yes,1,Support;Support;Honesty,Disloyalty,Marriage,96234
Bonnie,44,F,Johnsonport,Masters,Chief of Staff,agent;high;occur,Other,25-48,F,8,9,1,5,8,Yes,Yes,Non-Vegetarian,9,27/01/1976,Aquarius,No,0,Kindness,Smoking;Smoking,Marriage,69954
Karen,57,F,New Luisview,PhD,"Loss adjuster, chartered",character;run,Hindu,28-32,M,4,1,1,4,6,Yes,Yes,Vegan,3,26/12/2004,Capricorn,Yes,3,Humor;Intelligence,Negativity;Disloyalty,Marriage,109459
Parker,33,M,West Thomasport,Masters,Learning mentor,sound,Christian,26-34,F,7,7,10,4,7,Yes,Yes,Vegetarian,3,25/01/2001,Aquarius,No,0,Humor;Humor;Honesty,Disloyalty,Long-term,177851
Gary,58,F,Shannonstad,High School,Records manager,voice;stay;else,Atheist,22-39,M,4,6,3,3,4,No,Yes,Non-Vegetarian,8,25/08/1976,Virgo,No,0,Intelligence;Honesty;Kindness,Smoking,Long-term,185538
Allen,56,M,Lake Cassandra,Bachelors,Web designer,really,Buddhist,29-47,F,3,4,10,8,9,No,No,Other,10,01/04/1969,Aries,No,0,Humor;Humor;Kindness,Negativity,Casual,198011
Joshua,51,F,Garrettside,PhD,Video editor,speech;wish,Buddhist,24-35,M,6,10,3,1,7,No,No,Other,9,08/12/1988,Sagittarius,Yes,5,Honesty;Intelligence,Negativity;Negativity,Casual,196342
Wesley,39,F,West Amyport,PhD,Sports administrator,become;color;write,Hindu,28-45,F,5,9,2,1,5,No,Yes,Vegetarian,8,09/07/1960,Cancer,Yes,3,Kindness;Compatibility,Smoking;Disloyalty,Casual,89163
Elizabeth,30,F,Port Kylemouth,Bachelors,Mining engineer,upon,Atheist,20-41,F,4,2,6,4,4,No,No,Vegan,5,21/05/2003,Gemini,No,0,Compatibility;Intelligence,Smoking,Long-term,81934
John,39,M,East Ernest,Masters,Youth worker,production;cause;board,Buddhist,27-34,F,3,8,5,7,8,No,Yes,Vegan,10,29/09/1979,Libra,No,0,Humor,Negativity;Negativity,Long-term,193379
Richard,26,F,New Matthew,High School,Accounting technician,likely;detail,Christian,25-42,F,7,4,2,7,4,No,Yes,Vegan,4,15/05/1990,Taurus,No,0,Intelligence,Smoking;Disloyalty,Marriage,84098
Pamela,48,F,Marymouth,Masters,Water quality scientist,suffer;society;factor,Atheist,26-43,M,9,7,4,4,9,No,No,Vegan,7,31/07/1986,Leo,Yes,4,Honesty;Support;Support,Smoking;Disloyalty,Casual,35486
Aaron,54,M,New Melissa,Bachelors,"Engineer, agricultural",south,Buddhist,27-46,F,10,2,10,9,4,No,No,Non-Vegetarian,2,21/04/1989,Taurus,Yes,2,Humor;Support;Kindness,Smoking;Disloyalty,Long-term,169407
James,21,M,Bennettville,Bachelors,Legal executive,want,Other,25-40,F,3,2,4,6,4,No,No,Other,5,22/11/2002,Sagittarius,No,0,Support,Negativity;Negativity,Casual,116900
Dylan,56,M,Grossborough,PhD,Financial controller,management,Christian,27-37,F,6,8,6,3,4,No,No,Vegetarian,8,24/05/1984,Gemini,No,0,Humor,Negativity;Negativity,Casual,156020
Michelle,19,F,South Kyleburgh,High School,Textile designer,player;effort;across,Atheist,25-44,F,1,4,3,9,10,Yes,No,Vegan,3,12/08/1972,Leo,No,0,Compatibility,Disloyalty,Long-term,132795
Walter,60,M,Port Elizabeth,High School,Set designer,media;gas;sell,Christian,30-40,F,5,5,9,1,3,Yes,No,Vegetarian,2,17/08/1977,Leo,No,0,Honesty,Negativity,Marriage,172202
Pamela,34,F,Jenniferville,High School,Telecommunications researcher,car;small,Christian,21-37,F,5,2,10,9,2,No,No,Non-Vegetarian,4,08/01/1986,Capricorn,Yes,3,Humor;Compatibility;Support,Smoking,Marriage,117508
John,46,F,Port Gabriel,High School,Licensed conveyancer,south;team,Atheist,24-36,M,7,8,4,3,7,Yes,Yes,Vegan,6,14/01/1970,Capricorn,No,0,Compatibility,Negativity,Marriage,148324
Melissa,32,F,Robinsonmouth,PhD,Agricultural consultant,next;mouth;third,Christian,26-37,M,1,2,1,3,8,No,No,Non-Vegetarian,1,26/02/2003,Pisces,Yes,1,Humor,Smoking,Casual,90566
Nicholas,33,M,East Christina,PhD,Paramedic,might;growth,Muslim,21-48,M,9,2,7,2,3,Yes,Yes,Non-Vegetarian,9,04/07/1968,Cancer,Yes,5,Intelligence,Disloyalty,Marriage,57192
Jasmine,46,M,Spencerville,High School,Environmental education officer,magazine;her,Jewish,28-32,M,1,10,10,5,7,No,Yes,Vegan,2,02/07/1983,Cancer,No,0,Compatibility;Kindness,Disloyalty;Smoking,Long-term,31062
Scott,25,F,Whitefurt,Bachelors,Interpreter,player;least,Other,24-31,F,4,10,4,1,6,Yes,No,Other,8,22/06/1973,Cancer,No,0,Intelligence,Smoking,Long-term,114076
Mark,43,M,Erinmouth,Masters,"Surveyor, building",free;buy,Hindu,24-33,M,1,9,3,4,7,No,No,Other,1,17/08/1969,Leo,Yes,3,Humor;Humor,Disloyalty,Casual,119780
Katherine,30,F,South Rebeccaville,High School,Barrister,matter,Hindu,28-40,F,7,8,9,3,7,No,No,Other,7,19/11/1997,Scorpio,No,0,Humor;Intelligence,Disloyalty;Negativity,Casual,182617
Ashley,24,F,Karenberg,High School,"Accountant, chartered certified",serious;outside;popular,Jewish,20-32,F,8,6,6,8,5,No,Yes,Vegetarian,9,25/07/1963,Leo,Yes,5,Humor,Smoking,Long-term,51689
Kevin,55,F,South Lauraburgh,Masters,Mudlogger,allow;three,Atheist,25-38,F,9,2,4,10,7,No,No,Non-Vegetarian,8,23/11/1980,Sagittarius,No,0,Kindness;Intelligence,Negativity,Marriage,41174
Michael,35,F,Markside,PhD,Dietitian,blue;hour;administration,Muslim,30-34,M,9,1,10,5,2,Yes,Yes,Vegetarian,5,28/08/1966,Virgo,No,0,Humor;Intelligence,Smoking;Smoking,Marriage,118461
William,55,F,Laurenmouth,Bachelors,Financial planner,seem;can,Christian,24-43,M,6,5,6,1,5,No,No,Non-Vegetarian,4,29/12/1970,Capricorn,No,0,Honesty;Support;Support,Smoking;Smoking,Marriage,156174
Hannah,40,F,Johnsonstad,PhD,Mental health nurse,game;lay;teach,Atheist,26-43,F,4,8,4,4,1,Yes,Yes,Other,3,29/10/2000,Scorpio,No,0,Honesty;Intelligence,Negativity,Casual,133033
Robert,46,F,Pagestad,Masters,Homeopath,across;baby;design,Atheist,20-33,F,7,9,5,5,6,Yes,Yes,Non-Vegetarian,8,21/12/1977,Sagittarius,Yes,2,Honesty;Intelligence,Smoking;Smoking,Casual,39348
Mark,44,M,Torresbury,Bachelors,Armed forces logistics/support/administrative officer,even;argue;name,Muslim,29-42,M,10,9,8,3,9,Yes,No,Other,3,04/08/1994,Leo,No,0,Support,Disloyalty,Casual,184786
Thomas,28,F,Griffinfort,High School,"Designer, graphic",foot;affect,Other,26-32,M,9,3,3,1,5,Yes,No,Vegan,9,08/08/1970,Leo,Yes,0,Compatibility;Honesty,Smoking;Smoking,Casual,68102
Jay,28,M,Costamouth,Bachelors,Advertising art director,fact,Hindu,22-49,F,9,2,3,1,9,Yes,No,Vegetarian,3,03/12/1977,Sagittarius,No,0,Intelligence;Support,Disloyalty,Casual,104460
Brooke,44,F,Hammondville,Bachelors,Futures trader,player;herself,Buddhist,24-39,M,6,9,10,10,9,No,Yes,Other,5,01/01/1996,Capricorn,No,0,Intelligence;Intelligence;Compatibility,Smoking,Long-term,132634
Robert,43,F,East Tara,Bachelors,Civil Service fast streamer,toward;treatment;really,Atheist,24-46,F,9,6,8,8,3,No,Yes,Non-Vegetarian,4,17/11/1976,Scorpio,No,0,Compatibility;Humor;Humor,Disloyalty;Negativity,Marriage,119930
Eric,51,M,Webbfurt,High School,"Scientist, research (medical)",successful;such;those,Other,23-32,F,10,4,9,9,4,No,No,Non-Vegetarian,8,15/10/2004,Libra,Yes,0,Support;Support;Support,Negativity,Marriage,36801
Dennis,47,M,Lake John,High School,Radio broadcast assistant,seven;technology,Atheist,26-41,F,5,9,1,1,4,No,Yes,Vegan,3,08/06/1997,Gemini,No,0,Intelligence,Smoking;Disloyalty,Long-term,133150
Ronald,49,F,New Davidburgh,High School,Company secretary,accept;knowledge;couple,Muslim,26-42,F,9,2,4,2,2,No,Yes,Other,8,28/07/1981,Leo,Yes,4,Compatibility,Smoking,Long-term,184697
Jacob,21,M,North Scott,Bachelors,Call centre manager,good;member;common,Christian,26-48,F,3,2,3,3,7,Yes,Yes,Vegan,7,06/04/1989,Aries,Yes,1,Compatibility;Support;Honesty,Disloyalty,Casual,31542
Brianna,57,M,East Amber,Masters,Automotive engineer,drug,Other,21-36,F,9,10,9,6,8,No,No,Vegetarian,3,05/06/1997,Gemini,No,0,Kindness,Negativity;Disloyalty,Marriage,51677
Eric,19,F,Christianville,Masters,Furniture designer,protect;end,Buddhist,29-44,M,1,2,1,6,3,No,No,Other,6,27/11/1975,Sagittarius,Yes,3,Honesty;Compatibility;Intelligence,Disloyalty;Negativity,Long-term,69081
Lisa,44,F,Bakerview,PhD,Petroleum engineer,school;company;none,Buddhist,21-31,M,1,9,6,8,1,No,Yes,Vegan,6,02/01/1981,Capricorn,No,0,Compatibility;Honesty,Negativity;Negativity,Casual,123105
Jeanne,52,M,New Chad,High School,"Presenter, broadcasting",skin;painting;hundred,Atheist,24-49,M,4,7,2,7,10,Yes,Yes,Non-Vegetarian,2,06/11/2001,Scorpio,No,0,Compatibility,Smoking;Smoking,Long-term,49065
Jennifer,39,F,East Andres,High School,Dancer,tree,Christian,20-35,F,5,10,6,4,3,No,No,Vegetarian,1,02/01/1977,Capricorn,No,0,Humor,Negativity,Casual,118092
Karen,48,F,North Andrea,Masters,Television production assistant,eye;source;body,Hindu,26-33,M,1,6,7,8,4,Yes,Yes,Vegetarian,7,17/09/1982,Virgo,No,0,Humor;Honesty;Compatibility,Negativity,Casual,84693
Stephanie,44,F,East Jessicahaven,Masters,Commercial horticulturist,think;mother;fast,Hindu,22-39,M,8,7,3,10,4,No,Yes,Non-Vegetarian,5,13/05/2000,Taurus,Yes,3,Kindness,Negativity;Disloyalty,Casual,56962
Teresa,47,M,Mclaughlinport,Masters,Ranger/warden,sign;during;onto,Christian,29-43,M,2,5,4,5,1,Yes,No,Non-Vegetarian,6,26/12/1985,Capricorn,Yes,3,Support;Honesty;Intelligence,Disloyalty;Disloyalty,Casual,58295
Patricia,34,M,Lake Alejandrastad,PhD,Travel agency manager,maintain;apply,Buddhist,21-49,F,2,9,7,4,10,Yes,No,Vegetarian,9,02/07/1994,Cancer,No,0,Compatibility;Humor,Disloyalty,Long-term,43807
Maurice,59,F,Bennettstad,Bachelors,Quantity surveyor,last,Hindu,25-31,F,1,5,1,3,6,Yes,Yes,Vegetarian,4,23/07/1993,Leo,No,0,Intelligence;Intelligence;Honesty,Smoking;Negativity,Marriage,187504
Jennifer,26,F,North Aaron,Bachelors,Chief Operating Officer,call;eight,Hindu,29-39,M,6,8,7,9,6,Yes,No,Other,7,20/12/1966,Sagittarius,No,0,Humor,Disloyalty,Casual,198152
Charlotte,33,M,Johnsonborough,Masters,"Therapist, sports",house,Jewish,23-43,M,8,3,5,7,7,Yes,No,Vegetarian,5,14/04/1979,Aries,Yes,4,Intelligence,Disloyalty,Marriage,162396
Karen,50,F,Brittneyborough,Bachelors,Surgeon,good;simply,Hindu,28-41,F,8,8,2,7,7,No,Yes,Other,10,05/04/1980,Aries,Yes,3,Support;Kindness,Disloyalty;Negativity,Casual,121267
Eric,42,F,Brewerville,PhD,Consulting civil engineer,contain,Jewish,26-37,F,7,1,6,8,5,Yes,No,Vegan,1,21/02/1993,Pisces,No,0,Compatibility;Honesty;Compatibility,Disloyalty,Casual,196981
Brandy,31,F,Masonburgh,High School,Paediatric nurse,everybody,Jewish,28-49,F,2,1,2,2,8,No,Yes,Non-Vegetarian,7,07/03/1994,Pisces,No,0,Kindness;Support,Negativity;Negativity,Marriage,49870
Pam,34,M,Garrettburgh,Masters,Historic buildings inspector/conservation officer,color;only,Muslim,21-35,F,5,9,8,6,1,Yes,Yes,Vegan,1,23/06/1961,Cancer,No,0,Kindness,Smoking,Marriage,195650
Jasmine,45,M,Ashleyshire,Masters,"Pharmacist, hospital",marriage;through;practice,Muslim,21-40,M,4,3,5,1,2,Yes,No,Non-Vegetarian,9,13/06/2005,Gemini,Yes,4,Honesty;Humor;Honesty,Negativity,Long-term,56790
Timothy,53,F,Douglasshire,High School,Industrial/product designer,last;trade,Buddhist,25-42,M,3,4,3,3,2,Yes,No,Vegan,3,05/12/1966,Sagittarius,No,0,Honesty;Support;Humor,Negativity;Negativity,Long-term,148874
Michelle,50,F,New Brandy,Masters,Estate manager/land agent,describe,Jewish,22-34,F,2,3,3,1,6,No,No,Vegetarian,10,18/08/2002,Leo,No,0,Honesty,Disloyalty,Casual,55289
Caitlin,53,F,Heidiside,Bachelors,Magazine journalist,fly;price;quickly,Other,25-39,M,9,2,10,9,2,No,No,Vegetarian,1,18/10/1984,Libra,No,0,Compatibility;Compatibility,Disloyalty,Marriage,45485
Travis,36,M,North Karen,High School,Personal assistant,environmental;service,Muslim,22-38,F,10,8,6,4,10,Yes,Yes,Vegetarian,7,30/11/1966,Sagittarius,No,0,Compatibility,Negativity;Negativity,Casual,74482
David,51,M,Thomasstad,Masters,"Physicist, medical",ever,Jewish,21-44,F,10,1,3,6,6,No,Yes,Non-Vegetarian,5,15/12/1967,Sagittarius,No,0,Compatibility;Honesty;Intelligence,Smoking;Smoking,Casual,116188
Laura,24,F,Christopherville,High School,Water quality scientist,ok,Hindu,23-40,M,8,4,9,4,6,Yes,Yes,Other,4,14/03/1970,Pisces,Yes,5,Honesty;Intelligence,Disloyalty;Smoking,Long-term,34748
David,32,M,Welchview,Bachelors,Meteorologist,question,Atheist,30-42,F,3,9,9,4,9,No,Yes,Non-Vegetarian,5,29/09/1977,Libra,Yes,3,Compatibility,Negativity;Negativity,Long-term,170507
Lisa,39,F,Dianehaven,PhD,Newspaper journalist,task;address;couple,Christian,29-42,M,8,8,5,4,5,Yes,No,Non-Vegetarian,2,16/04/2002,Aries,Yes,2,Kindness;Humor;Kindness,Smoking;Disloyalty,Long-term,33709
Stacy,57,F,East Debbie,High School,Bookseller,tend;amount,Hindu,21-39,M,8,6,1,6,2,No,Yes,Vegetarian,8,09/12/1983,Sagittarius,Yes,2,Honesty;Support,Negativity,Long-term,153961
Richard,34,F,Lake Javier,High School,"Designer, industrial/product",theory,Hindu,22-44,M,7,6,5,4,2,No,No,Non-Vegetarian,10,20/02/1965,Pisces,No,0,Kindness,Smoking,Casual,60355
Scott,36,M,Angelaville,High School,Production engineer,herself;suggest;audience,Christian,24-35,M,6,5,5,6,4,No,No,Vegetarian,10,15/09/1992,Virgo,Yes,3,Honesty;Honesty;Humor,Negativity;Disloyalty,Long-term,174188
Kellie,30,M,North David,Masters,Futures trader,avoid;particular,Christian,30-36,F,10,8,6,4,7,No,Yes,Non-Vegetarian,7,11/06/1992,Gemini,Yes,5,Support,Disloyalty,Marriage,186542
Taylor,59,M,Hernandezhaven,PhD,"Designer, graphic",later;edge;full,Hindu,21-43,M,9,6,2,5,2,No,Yes,Non-Vegetarian,1,02/08/1985,Leo,No,0,Compatibility,Disloyalty,Long-term,72918
Dennis,41,F,New Ericborough,Bachelors,Media buyer,blood;family,Christian,21-39,F,10,10,6,4,4,Yes,Yes,Other,8,01/09/1991,Virgo,No,0,Honesty;Intelligence,Smoking;Smoking,Casual,82224
Samuel,27,M,Angelatown,PhD,Oncologist,outside;cold;edge,Jewish,23-38,F,4,8,8,6,2,No,Yes,Vegan,4,20/05/1975,Taurus,No,0,Humor;Intelligence,Smoking;Smoking,Marriage,69298
Annette,39,M,New Jennamouth,High School,General practice doctor,someone;fill,Other,22-40,M,10,3,5,3,3,Yes,Yes,Non-Vegetarian,2,07/08/1969,Leo,Yes,5,Intelligence;Support,Negativity;Disloyalty,Long-term,110219
Timothy,39,F,South Travis,Bachelors,Arts development officer,thousand;item,Other,25-31,F,5,2,3,10,9,Yes,No,Non-Vegetarian,9,04/04/1983,Aries,No,0,Compatibility,Smoking,Long-term,91629
Jeremy,30,F,Clarkside,High School,Sports therapist,research,Buddhist,26-48,M,10,4,3,9,7,Yes,No,Vegetarian,4,07/04/1982,Aries,No,0,Compatibility,Negativity,Casual,96040
John,46,F,Martinezfurt,Bachelors,Medical sales representative,often;contain,Jewish,22-31,M,10,2,1,10,4,No,No,Non-Vegetarian,10,07/04/1960,Aries,Yes,3,Compatibility,Negativity,Long-term,58016
Dawn,38,M,Scottville,PhD,Actor,notice,Christian,23-32,F,2,3,10,3,6,Yes,No,Non-Vegetarian,9,09/05/1974,Taurus,No,0,Humor;Humor,Disloyalty;Disloyalty,Casual,53960
Jill,44,M,Rodriguezbury,High School,Site engineer,apply;alone,Hindu,30-44,M,9,2,1,1,5,No,No,Other,7,17/03/1967,Pisces,No,0,Honesty,Disloyalty;Disloyalty,Long-term,63591
John,46,F,Richardsonhaven,PhD,"Copywriter, advertising",bill,Buddhist,25-40,F,1,1,6,1,8,Yes,No,Vegan,2,26/10/1969,Scorpio,No,0,Humor;Support;Intelligence,Disloyalty,Long-term,133333
Raymond,22,F,West Sarahside,Bachelors,Environmental consultant,phone;bit,Muslim,26-36,M,7,6,9,3,2,Yes,Yes,Other,1,06/04/2003,Aries,Yes,5,Intelligence;Intelligence;Intelligence,Smoking;Negativity,Long-term,144821
Carlos,42,F,Elizabethview,Bachelors,Printmaker,available;can;world,Hindu,28-36,F,1,10,3,9,2,Yes,No,Vegetarian,5,22/06/1967,Cancer,No,0,Compatibility;Honesty,Smoking,Casual,66395
Andre,43,F,Diazstad,Masters,Geophysical data processor,investment,Muslim,24-46,F,6,1,3,5,7,Yes,No,Vegetarian,1,23/05/1973,Gemini,Yes,5,Honesty,Disloyalty;Disloyalty,Long-term,159695
Brittany,55,F,South Robertport,Masters,Brewing technologist,Mrs,Buddhist,23-33,F,2,2,8,1,6,No,No,Vegan,6,21/11/1969,Scorpio,Yes,1,Kindness;Humor,Disloyalty;Negativity,Casual,183772
Jonathan,30,F,Port Thomasmouth,High School,Administrator,vote,Jewish,28-49,M,6,4,1,8,7,Yes,Yes,Non-Vegetarian,10,23/06/2002,Cancer,No,0,Intelligence;Compatibility;Honesty,Disloyalty;Negativity,Marriage,64620
Victoria,50,F,Kennethbury,Bachelors,Field seismologist,example,Christian,20-45,M,2,9,7,3,2,No,No,Non-Vegetarian,5,19/02/2000,Pisces,Yes,4,Humor;Support;Support,Smoking,Marriage,158148
Michael,48,M,Lopezhaven,High School,"Buyer, industrial",ground;he,Christian,23-35,F,4,9,9,4,4,No,No,Vegetarian,10,16/12/1966,Sagittarius,Yes,1,Intelligence,Disloyalty,Long-term,50559
Danielle,35,M,Port Andrew,PhD,Tour manager,place,Christian,20-42,F,3,3,1,8,9,Yes,Yes,Other,5,30/05/1964,Gemini,No,0,Humor,Negativity;Negativity,Long-term,123396
Alyssa,49,F,Danielhaven,PhD,"Conservator, furniture",research,Jewish,26-35,M,9,5,5,7,2,No,No,Other,5,26/03/2000,Aries,Yes,4,Kindness,Disloyalty,Marriage,51732
Richard,38,F,Michaelmouth,Masters,"Scientist, product/process development",this,Christian,21-32,M,6,2,10,5,1,No,Yes,Vegan,8,23/10/2000,Scorpio,Yes,0,Support;Kindness;Support,Disloyalty,Casual,121362
Tammy,49,M,Danielleborough,PhD,Museum/gallery curator,wrong,Muslim,23-39,F,1,4,5,1,5,No,Yes,Non-Vegetarian,4,25/02/1986,Pisces,No,0,Humor;Kindness,Disloyalty;Disloyalty,Long-term,191426
Jeffrey,38,M,South Gregory,Masters,Publishing copy,project,Atheist,30-45,M,3,2,8,9,6,Yes,No,Non-Vegetarian,5,30/04/1973,Taurus,No,0,Compatibility,Negativity,Long-term,43843
Kevin,27,F,Port Grant,High School,Music tutor,stuff;level,Christian,26-42,F,1,8,5,5,9,Yes,Yes,Other,8,27/08/1977,Virgo,Yes,0,Intelligence,Smoking;Disloyalty,Long-term,144065
Garrett,25,F,Patriciaberg,PhD,"Research officer, political party",couple;spring,Atheist,28-48,F,4,8,9,4,3,No,Yes,Vegetarian,10,25/11/1975,Sagittarius,No,0,Honesty;Support,Negativity,Casual,101726
Scott,50,F,New Samuelchester,Bachelors,Arts administrator,five;rich;happy,Atheist,27-42,F,3,8,1,9,4,No,No,Other,5,06/09/1976,Virgo,No,0,Kindness,Disloyalty,Long-term,47640
James,18,M,Peckshire,High School,Local government officer,college;Democrat,Atheist,25-49,M,3,9,8,5,5,Yes,No,Vegan,8,05/12/1971,Sagittarius,Yes,1,Intelligence;Kindness;Honesty,Disloyalty,Marriage,82528
Paula,53,F,New Jeffreyshire,Masters,Museum/gallery curator,try;top;citizen,Atheist,25-31,F,4,3,8,3,10,Yes,Yes,Other,3,17/07/1995,Cancer,No,0,Humor;Support;Compatibility,Smoking;Negativity,Casual,68413
Laura,52,M,East Billyshire,PhD,Commercial art gallery manager,above;generation;character,Other,29-36,F,9,3,1,6,8,No,Yes,Vegetarian,10,05/10/1987,Libra,Yes,0,Humor;Support;Intelligence,Negativity;Smoking,Casual,82638
Heather,36,F,New Michaelmouth,Bachelors,Learning disability nurse,challenge;view;school,Jewish,27-35,F,1,4,10,2,5,No,No,Non-Vegetarian,7,13/02/1975,Aquarius,No,0,Honesty;Intelligence;Compatibility,Negativity,Casual,140133
Kurt,59,M,West Jeffrey,High School,Science writer,hear;recently,Atheist,26-39,F,10,4,1,4,4,Yes,No,Non-Vegetarian,4,13/01/1994,Capricorn,No,0,Kindness;Intelligence;Humor,Negativity,Marriage,136357
Dylan,24,F,Lake Frances,Bachelors,Television floor manager,no,Christian,20-39,F,10,5,7,2,9,No,Yes,Vegan,2,02/06/2003,Gemini,No,0,Compatibility;Honesty;Compatibility,Negativity;Disloyalty,Marriage,180159
Julie,53,F,New Laurenside,Bachelors,Print production planner,human,Muslim,24-36,M,3,5,2,10,10,No,Yes,Non-Vegetarian,9,21/08/1981,Leo,No,0,Intelligence;Compatibility;Honesty,Smoking;Negativity,Marriage,185576
Tara,59,M,West James,Masters,"Surveyor, building control",itself;together;whole,Atheist,20-45,F,8,9,9,10,1,Yes,No,Non-Vegetarian,7,24/09/1995,Libra,No,0,Intelligence,Negativity;Disloyalty,Marriage,168186
Charles,28,M,Jenniferfort,PhD,Occupational therapist,role,Other,27-37,M,1,9,4,7,8,Yes,Yes,Non-Vegetarian,10,25/10/2001,Scorpio,Yes,0,Humor;Intelligence,Smoking,Marriage,108859
Terry,57,M,Justinland,High School,Banker,other,Jewish,22-46,M,1,7,10,2,5,No,No,Vegetarian,5,01/09/1968,Virgo,No,0,Honesty,Negativity;Smoking,Marriage,129657
Joseph,25,M,Ingramfort,Bachelors,"Editor, commissioning",able;short;tree,Jewish,30-41,F,6,1,1,7,2,Yes,Yes,Other,3,12/11/2001,Scorpio,No,0,Humor,Disloyalty,Casual,172047
